"iid","gender","wave","pid","match","samerace","age_part","race_part","pref_part_att","pref_part_sin","pre_part_int","pre_part_fun","pre_part_amb","pre_part_sha","dec_part","part_att","part_sin","part_int","part_fun","part_amb","part_sha","part_lik","part_prob","part_met","age_self"
25,0,2,45,0,1,28,2,25,15,25,15,0,20,1,7,6,6,7,6,6,7,7,2,25
25,0,2,46,0,1,26,2,20,35,20,10,10,5,1,10,8,7,8,7,8,9.5,6,1,25
25,0,2,47,0,1,30,2,20,20,25,25,5,5,1,6,7,5,5,5,2,6,5,2,25
25,0,2,48,0,1,22,2,30,15,25,25,5,0,1,9,8,7,8,NA,5,8,7,2,25
25,0,2,49,0,0,25,4,20,20,20,20,5,15,1,9,8,7,8,6,5,8,4,2,25
25,0,2,50,0,0,27,1,35,10,20,15,10,10,1,7,NA,NA,NA,NA,NA,8,7,2,25
25,0,2,51,0,1,23,2,25,10,35,15,0,15,0,6,4,7,6,2,2,3,3,2,25
25,0,2,52,0,1,21,2,15,20,15,30,5,15,1,8,7,7,7,6,6,7,3,2,25
25,0,2,53,0,1,28,2,40,15,20,10,5,10,1,9,8,8,8,8,7,8,8,2,25
25,0,2,54,0,1,28,2,40,20,20,20,0,0,1,8,9,9,9,7,5,7,5,2,25
25,0,2,55,0,0,23,1,20,25,25,10,10,10,1,8,9,8,10,9,8,9,6,2,25
26,0,2,40,0,0,25,4,25,20,25,20,10,0,0,8,9,9,8,7,4,3,1,2,23
26,0,2,41,0,0,30,4,30,20,10,30,0,10,1,5,5,5,5,5,NA,5,NA,2,23
26,0,2,42,0,0,23,4,20,25,20,15,10,10,1,7,8,8,9,8,NA,7,4,2,23
26,0,2,43,0,1,24,2,25,35,30,10,0,0,1,6,5,7,5,5,2,5,4,2,23
26,0,2,44,0,1,24,2,25,15,25,25,15,15,1,8,7,7,8,7,7,9,7,2,23
26,0,2,45,0,1,28,2,25,15,25,15,0,20,1,7,6,8,7,6,7,8,7,2,23
26,0,2,46,0,1,26,2,20,35,20,10,10,5,1,10,9,9,10,7,8,9.5,7,2,23
26,0,2,47,0,1,30,2,20,20,25,25,5,5,1,5,6,6,6,6,6,6,6,2,23
26,0,2,48,0,1,22,2,30,15,25,25,5,0,1,9,8,7,9,NA,8,9,8,2,23
26,0,2,49,0,0,25,4,20,20,20,20,5,15,1,9,8,7,7,7,8,8,6,2,23
26,0,2,50,0,0,27,1,35,10,20,15,10,10,1,8,NA,NA,NA,NA,NA,8,7,2,23
26,0,2,51,0,1,23,2,25,10,35,15,0,15,1,7,3,5,5,3,2,6,6,2,23
26,0,2,52,0,1,21,2,15,20,15,30,5,15,1,8,7,7,7,6,6,7,3,2,23
26,0,2,53,0,1,28,2,40,15,20,10,5,10,1,9,9,9,9,8,8,8,8,2,23
26,0,2,54,0,1,28,2,40,20,20,20,0,0,1,8,8,7,8,7,6,7,4,2,23
26,0,2,55,0,0,23,1,20,25,25,10,10,10,1,8,9,8,9,9,8,9,7,2,23
27,0,2,40,0,0,25,4,25,20,25,20,10,0,0,9,8,6,8,7,5,5,2,2,22
27,0,2,41,0,0,30,4,30,20,10,30,0,10,1,8,8,8,8,8,NA,8,NA,2,22
27,0,2,42,0,0,23,4,20,25,20,15,10,10,1,8,9,8,9,8,NA,9,6,2,22
27,0,2,43,0,0,24,2,25,35,30,10,0,0,1,7,6,5,7,3,5,6,2,2,22
27,0,2,44,0,0,24,2,25,15,25,25,15,15,1,9,7,7,7,6,5,7,6,2,22
27,0,2,45,0,0,28,2,25,15,25,15,0,20,1,8,8,7,8,6,7,8,7,2,22
27,0,2,46,1,0,26,2,20,35,20,10,10,5,1,9,8,8,8,7,9,9.5,7,2,22
27,0,2,47,0,0,30,2,20,20,25,25,5,5,1,7,5,6,6,4,5,7,6,2,22
27,0,2,48,0,0,22,2,30,15,25,25,5,0,1,8,8,5,6,NA,7,7,6,2,22
27,0,2,49,0,0,25,4,20,20,20,20,5,15,1,8,8,7,7,7,0,7,5,2,22
27,0,2,50,1,0,27,1,35,10,20,15,10,10,1,8,NA,NA,7,NA,6,8,7,2,22
27,0,2,51,0,0,23,2,25,10,35,15,0,15,1,8,4,4,7,5,3,6,2,2,22
27,0,2,52,0,0,21,2,15,20,15,30,5,15,1,8,7,7,6,6,7,7,3,2,22
27,0,2,53,0,0,28,2,40,15,20,10,5,10,1,8,8,8,8,8,7,8,8,2,22
27,0,2,54,0,0,28,2,40,20,20,20,0,0,1,9,9,8,9,8,7,8,5,2,22
27,0,2,55,0,0,23,1,20,25,25,10,10,10,1,9,8,9,10,9,8,10,7,2,22
28,0,2,40,0,0,25,4,25,20,25,20,10,0,0,8,8,7,8,7,3,6,2,2,26
28,0,2,41,0,0,30,4,30,20,10,30,0,10,1,8,8,8,8,8,8,5,NA,2,26
28,0,2,42,0,0,23,4,20,25,20,15,10,10,1,7,10,9,8,9,NA,8,6,2,26
28,0,2,43,0,1,24,2,25,35,30,10,0,0,0,5,6,6,4,7,6,5,2,2,26
28,0,2,44,0,1,24,2,25,15,25,25,15,15,1,5,5,5,5,6,5,5,5,2,26
28,0,2,45,0,1,28,2,25,15,25,15,0,20,1,7,7,7,6,6,6,8,7,2,26
28,0,2,46,1,1,26,2,20,35,20,10,10,5,1,7,7,7,7,7,9,8,7,2,26
28,0,2,47,0,1,30,2,20,20,25,25,5,5,1,5,6,7,5,7,5,7,6,2,26
28,0,2,48,0,1,22,2,30,15,25,25,5,0,0,7,8,5,6,3,3,5,2,2,26
28,0,2,49,0,0,25,4,20,20,20,20,5,15,1,7,8,8,7,6,NA,7,5,2,26
28,0,2,50,0,0,27,1,35,10,20,15,10,10,0,6,8,8,7,8,5,7,7,2,26
28,0,2,51,0,1,23,2,25,10,35,15,0,15,0,6,7,7,3,2,1,5,9,2,26
28,0,2,52,0,1,21,2,15,20,15,30,5,15,0,5,6,7,5,6,5,5,3,2,26
28,0,2,53,0,1,28,2,40,15,20,10,5,10,0,7,8,8,7,8,7,7,7,2,26
28,0,2,54,0,1,28,2,40,20,20,20,0,0,0,7,8,7,7,7,7,7,6,2,26
28,0,2,55,0,0,23,1,20,25,25,10,10,10,1,9,9,10,9,9,9,10,7,2,26
29,0,2,40,0,0,25,4,25,20,25,20,10,0,0,5,6,3,4,3,3,1,NA,2,22
29,0,2,41,0,0,30,4,30,20,10,30,0,10,0,8,8,8,8,8,NA,8,NA,2,22
29,0,2,42,0,0,23,4,20,25,20,15,10,10,0,3,8,7,5,8,NA,4,1,2,22
29,0,2,43,0,1,24,2,25,35,30,10,0,0,0,4,4,5,4,6,5,5,2,2,22
29,0,2,44,1,1,24,2,25,15,25,25,15,15,1,7,6,7,6,7,5,7,5,2,22
29,0,2,45,1,1,28,2,25,15,25,15,0,20,1,8,8,6,7,6,6,7,7,2,22
29,0,2,46,0,1,26,2,20,35,20,10,10,5,0,6,7,6,8,7,7,7,6,NA,22
29,0,2,47,0,1,30,2,20,20,25,25,5,5,0,5,6,5,6,7,2,6,5,NA,22
29,0,2,48,0,1,22,2,30,15,25,25,5,0,0,6,8,9,5,9,3,5,7,2,22
29,0,2,49,0,0,25,4,20,20,20,20,5,15,1,7,8,8,7,6,5,7,5,2,22
29,0,2,50,0,0,27,1,35,10,20,15,10,10,0,6,NA,NA,NA,NA,NA,7,7,2,22
29,0,2,51,0,1,23,2,25,10,35,15,0,15,0,5,8,5,3,3,3,6,5,2,22
29,0,2,52,0,1,21,2,15,20,15,30,5,15,0,5,7,6,7,5,5,5,4,2,22
29,0,2,53,0,1,28,2,40,15,20,10,5,10,0,6,8,8,7,7,6,7,7,2,22
29,0,2,54,0,1,28,2,40,20,20,20,0,0,0,5,8,7,7,7,5,6,6,2,22
29,0,2,55,0,0,23,1,20,25,25,10,10,10,0,6,8,8,8,9,6,7,8,2,22
30,0,2,40,0,0,25,4,25,20,25,20,10,0,0,6,6,8,7,8,4,2,1,2,23
30,0,2,41,0,0,30,4,30,20,10,30,0,10,0,10,10,10,10,10,NA,7,NA,2,23
30,0,2,42,0,0,23,4,20,25,20,15,10,10,0,4,7,7,6,6,NA,6,2,2,23
30,0,2,43,0,1,24,2,25,35,30,10,0,0,0,3,4,7,3,7,1,3,2,2,23
30,0,2,44,0,1,24,2,25,15,25,25,15,15,1,7,7,7,7,6,7,8,7,2,23
30,0,2,45,0,1,28,2,25,15,25,15,0,20,1,6,6,6,6,6,5,6,6,2,23
30,0,2,46,0,1,26,2,20,35,20,10,10,5,0,6,8,8,9,8,6,7,5,2,23
30,0,2,47,0,1,30,2,20,20,25,25,5,5,0,9,5,6,3,6,3,6,6,2,23
30,0,2,48,0,1,22,2,30,15,25,25,5,0,0,5,6,5,4,NA,3,4,4,2,23
30,0,2,49,1,0,25,4,20,20,20,20,5,15,1,7,7,7,7,7,NA,7,6,2,23
30,0,2,50,0,0,27,1,35,10,20,15,10,10,0,6,NA,NA,NA,NA,NA,NA,NA,2,23
30,0,2,51,0,1,23,2,25,10,35,15,0,15,0,3,5,6,2,6,4,4,7,2,23
30,0,2,52,0,1,21,2,15,20,15,30,5,15,0,6,7,7,6,6,4,5,4,2,23
30,0,2,53,0,1,28,2,40,15,20,10,5,10,0,6,8,8,7,8,6,7,5,2,23
30,0,2,54,0,1,28,2,40,20,20,20,0,0,0,6,8,8,7,8,6,6,5,2,23
30,0,2,55,1,0,23,1,20,25,25,10,10,10,1,7,9,10,10,10,10,8,9,2,23
31,0,2,40,0,0,25,4,25,20,25,20,10,0,0,7,5,4,4,8,3,2,1,2,24
31,0,2,41,0,0,30,4,30,20,10,30,0,10,0,8,8,8,8,8,NA,8,NA,2,24
31,0,2,42,0,0,23,4,20,25,20,15,10,10,0,8,7,8,2,9,NA,4,3,2,24
31,0,2,43,0,1,24,2,25,35,30,10,0,0,1,6,6,6,6,5,3,6,2,2,24
31,0,2,44,0,1,24,2,25,15,25,25,15,15,1,9,7,7,6,7,7,9,7,2,24
31,0,2,45,0,1,28,2,25,15,25,15,0,20,1,9,8,8,7,8,6,8,7,2,24
31,0,2,46,0,1,26,2,20,35,20,10,10,5,1,9,6,7,6,7,8,8,5,2,24
31,0,2,47,0,1,30,2,20,20,25,25,5,5,1,7,6,6,5,7,5,6,2,2,24
31,0,2,48,1,1,22,2,30,15,25,25,5,0,1,7,7,7,8,NA,NA,8,5,2,24
31,0,2,49,1,0,25,4,20,20,20,20,5,15,1,9,7,8,8,9,NA,8,4,2,24
31,0,2,50,1,0,27,1,35,10,20,15,10,10,1,8,8,8,8,8,NA,7,8,1,24
31,0,2,51,0,1,23,2,25,10,35,15,0,15,1,7,7,7,4,5,5,6,5,2,24
31,0,2,52,0,1,21,2,15,20,15,30,5,15,1,8,8,8,6,7,5,7,2,1,24
31,0,2,53,0,1,28,2,40,15,20,10,5,10,1,8,8,9,8,9,7,8,8,2,24
31,0,2,54,0,1,28,2,40,20,20,20,0,0,1,8,8,8,8,7,7,7,6,2,24
31,0,2,55,1,0,23,1,20,25,25,10,10,10,1,8,10,10,10,10,8,10,10,1,24
32,0,2,40,0,1,25,4,25,20,25,20,10,0,0,8,10,10,7,8,4,5,1,2,27
32,0,2,41,0,1,30,4,30,20,10,30,0,10,0,10,10,10,10,10,NA,8,NA,2,27
32,0,2,42,0,1,23,4,20,25,20,15,10,10,0,5,9,10,8,10,4,5,4,2,27
32,0,2,43,0,0,24,2,25,35,30,10,0,0,0,5,6,7,4,4,3,6,1,2,27
32,0,2,44,0,0,24,2,25,15,25,25,15,15,1,7,6,6,7,7,8,9,8,2,27
32,0,2,45,0,0,28,2,25,15,25,15,0,20,1,9,8,8,8,8,7,7,7,2,27
32,0,2,46,0,0,26,2,20,35,20,10,10,5,1,8,9,8,7,10,7,8,7,2,27
32,0,2,47,0,0,30,2,20,20,25,25,5,5,1,5,7,7,6,5,5,6,4,2,27
32,0,2,48,0,0,22,2,30,15,25,25,5,0,0,5,6,8,5,8,3,4,3,2,27
32,0,2,49,0,1,25,4,20,20,20,20,5,15,1,7,7,8,7,7,6,6,3,2,27
32,0,2,50,0,0,27,1,35,10,20,15,10,10,1,NA,NA,NA,NA,NA,NA,7,7,2,27
32,0,2,51,0,0,23,2,25,10,35,15,0,15,0,8,7,7,9,5,4,8,1,2,27
32,0,2,52,0,0,21,2,15,20,15,30,5,15,1,6,7,7,7,6,5,7,3,2,27
32,0,2,53,0,0,28,2,40,15,20,10,5,10,1,8,9,9,8,9,7,7,7,2,27
32,0,2,54,0,0,28,2,40,20,20,20,0,0,1,7,8,8,7,8,6,7,5,2,27
32,0,2,55,0,0,23,1,20,25,25,10,10,10,0,6,8,10,8,7,7,8,7,2,27
33,0,2,40,0,0,25,4,25,20,25,20,10,0,0,6,10,10,8,5,3,6,1,2,30
33,0,2,41,0,0,30,4,30,20,10,30,0,10,1,10,10,10,10,10,NA,8,NA,2,30
33,0,2,42,0,0,23,4,20,25,20,15,10,10,0,6,10,10,8,10,6,6,2,2,30
33,0,2,43,0,1,24,2,25,35,30,10,0,0,0,4,4,7,3,6,4,4,3,2,30
33,0,2,44,0,1,24,2,25,15,25,25,15,15,1,6,7,7,6,6,8,6,6,2,30
33,0,2,45,0,1,28,2,25,15,25,15,0,20,0,6,5,7,5,7,5,6,7,2,30
33,0,2,46,0,1,26,2,20,35,20,10,10,5,0,6,8,7,8,8,8,7,5,2,30
33,0,2,47,0,1,30,2,20,20,25,25,5,5,1,5,6,7,6,6,3,6,6,2,30
33,0,2,48,0,1,22,2,30,15,25,25,5,0,0,5,8,8,5,NA,3,5,5,2,30
33,0,2,49,0,0,25,4,20,20,20,20,5,15,1,7,7,8,8,8,7,8,6,2,30
33,0,2,50,0,0,27,1,35,10,20,15,10,10,0,6,8,8,8,8,5,7,7,2,30
33,0,2,51,0,1,23,2,25,10,35,15,0,15,0,6,9,8,6,5,4,6,6,2,30
33,0,2,52,0,1,21,2,15,20,15,30,5,15,0,5,7,6,6,6,6,5,3,2,30
33,0,2,53,0,1,28,2,40,15,20,10,5,10,0,7,9,9,7,9,7,7,8,2,30
33,0,2,54,0,1,28,2,40,20,20,20,0,0,0,5,8,8,7,7,7,6,5,2,30
33,0,2,55,0,0,23,1,20,25,25,10,10,10,0,6,9,9,8,8,7,8,7,2,30
34,0,2,40,0,1,25,4,25,20,25,20,10,0,0,8,7,6,8,6,4,5,2,2,21
34,0,2,41,0,1,30,4,30,20,10,30,0,10,1,10,10,10,10,10,NA,8,NA,2,21
34,0,2,42,0,1,23,4,20,25,20,15,10,10,0,6,9,7,6,6,3,5,6,2,21
34,0,2,43,0,0,24,2,25,35,30,10,0,0,0,6,5,5,6,7,2,6,2,2,21
34,0,2,44,0,0,24,2,25,15,25,25,15,15,1,8,7,8,7,6,6,8,8,2,21
34,0,2,45,0,0,28,2,25,15,25,15,0,20,1,7,7,7,7,7,7,7,7,2,21
34,0,2,46,1,0,26,2,20,35,20,10,10,5,1,7,7,7,9,8,7,8,6,2,21
34,0,2,47,0,0,30,2,20,20,25,25,5,5,1,5,6,7,7,7,6,6,6,2,21
34,0,2,48,0,0,22,2,30,15,25,25,5,0,1,7,7,7,5,5,3,7,3,2,21
34,0,2,49,1,1,25,4,20,20,20,20,5,15,1,8,8,7,6,7,6,6,9,2,21
34,0,2,50,0,0,27,1,35,10,20,15,10,10,1,7,7,NA,NA,9,NA,7,7,2,21
34,0,2,51,0,0,23,2,25,10,35,15,0,15,0,6,6,8,2,8,1,6,4,2,21
34,0,2,52,0,0,21,2,15,20,15,30,5,15,0,6,6,6,5,5,5,5,3,2,21
34,0,2,53,0,0,28,2,40,15,20,10,5,10,1,8,8,8,8,8,7,8,7,2,21
34,0,2,54,0,0,28,2,40,20,20,20,0,0,1,8,8,7,8,7,7,7,7,2,21
34,0,2,55,0,0,23,1,20,25,25,10,10,10,1,8,9,10,9,10,9,10,10,2,21
35,0,2,40,0,0,25,4,25,20,25,20,10,0,0,5,6,6,5,7,3,3,1,2,25
35,0,2,41,0,0,30,4,30,20,10,30,0,10,0,10,5,10,5,5,NA,NA,NA,2,25
35,0,2,42,0,0,23,4,20,25,20,15,10,10,0,3,8,7,7,10,4,4,1,2,25
35,0,2,43,0,1,24,2,25,35,30,10,0,0,1,7,4,7,3,7,5,5,1,2,25
35,0,2,44,0,1,24,2,25,15,25,25,15,15,1,8,7,8,NA,8,6,8,7,2,25
35,0,2,45,1,1,28,2,25,15,25,15,0,20,1,8,6,7,6,7,7,7,7,2,25
35,0,2,46,1,1,26,2,20,35,20,10,10,5,1,8,8,8,6,9,8,8,5,2,25
35,0,2,47,0,1,30,2,20,20,25,25,5,5,1,7,5,6,5,6,4,6,3,2,25
35,0,2,48,0,1,22,2,30,15,25,25,5,0,0,7,7,8,5,5,4,6,6,2,25
35,0,2,49,1,0,25,4,20,20,20,20,5,15,1,8,8,10,5,6,5,7,4,2,25
35,0,2,50,1,0,27,1,35,10,20,15,10,10,1,7,NA,NA,NA,NA,NA,7,7,2,25
35,0,2,51,0,1,23,2,25,10,35,15,0,15,0,8,4,8,1,7,1,3,2,2,25
35,0,2,52,0,1,21,2,15,20,15,30,5,15,1,7,7,8,6,6,5,6,4,2,25
35,0,2,53,1,1,28,2,40,15,20,10,5,10,1,8,7,8,8,8,6,8,6,2,25
35,0,2,54,0,1,28,2,40,20,20,20,0,0,1,8,8,9,7,8,7,7,6,2,25
35,0,2,55,0,0,23,1,20,25,25,10,10,10,1,8,8,8,9,9,8,8,5,2,25
36,0,2,40,0,0,25,4,25,20,25,20,10,0,0,5,8,9,7,8,4,3,2,2,26
36,0,2,41,0,0,30,4,30,20,10,30,0,10,0,5,5,5,5,5,NA,NA,NA,2,26
36,0,2,42,0,0,23,4,20,25,20,15,10,10,0,4,7,7,5,6,NA,4,3,2,26
36,0,2,43,0,1,24,2,25,35,30,10,0,0,1,6,5,5,4,5,4,5,4,2,26
36,0,2,44,0,1,24,2,25,15,25,25,15,15,1,7,7,7,5,6,7,9,8,2,26
36,0,2,45,0,1,28,2,25,15,25,15,0,20,1,7,7,8,7,7,7,7,7,2,26
36,0,2,46,0,1,26,2,20,35,20,10,10,5,0,6,7,8,6,9,7,6,4,2,26
36,0,2,47,0,1,30,2,20,20,25,25,5,5,1,6,6,6,5,8,4,5,6,2,26
36,0,2,48,0,1,22,2,30,15,25,25,5,0,0,6,8,7,7,9,4,6,7,2,26
36,0,2,49,1,0,25,4,20,20,20,20,5,15,1,8,8,7,7,10,5,8,4,2,26
36,0,2,50,0,0,27,1,35,10,20,15,10,10,0,7,NA,NA,NA,NA,NA,7,7,2,26
36,0,2,51,1,1,23,2,25,10,35,15,0,15,1,5,6,8,5,5,2,5,4,2,26
36,0,2,52,0,1,21,2,15,20,15,30,5,15,1,6,6,6,7,5,5,6,3,2,26
36,0,2,53,0,1,28,2,40,15,20,10,5,10,0,7,8,8,7,8,6,6,7,2,26
36,0,2,54,0,1,28,2,40,20,20,20,0,0,0,9,8,7,6,7,6,7,6,2,26
36,0,2,55,0,0,23,1,20,25,25,10,10,10,1,6,9,9,8,9,7,7,8,2,26
37,0,2,40,0,0,25,4,25,20,25,20,10,0,0,4,6,8,7,6,3,1,1,2,27
37,0,2,41,0,0,30,4,30,20,10,30,0,10,0,5,5,5,5,5,NA,NA,NA,2,27
37,0,2,42,0,0,23,4,20,25,20,15,10,10,0,4,8,9,6,4,NA,4,2,2,27
37,0,2,43,0,1,24,2,25,35,30,10,0,0,0,4,6,7,3,6,4,4,1,2,27
37,0,2,44,1,1,24,2,25,15,25,25,15,15,1,5,5,6,5,7,5,6,5,2,27
37,0,2,45,0,1,28,2,25,15,25,15,0,20,1,6,7,6,6,5,6,7,7,2,27
37,0,2,46,0,1,26,2,20,35,20,10,10,5,0,6,8,9,8,9,7,7,4,2,27
37,0,2,47,0,1,30,2,20,20,25,25,5,5,0,NA,3,8,4,6,3,4,4,2,27
37,0,2,48,0,1,22,2,30,15,25,25,5,0,0,3,6,6,5,4,4,4,3,2,27
37,0,2,49,0,0,25,4,20,20,20,20,5,15,0,6,8,8,6,8,3,7,4,2,27
37,0,2,50,0,0,27,1,35,10,20,15,10,10,0,5,NA,NA,NA,NA,NA,7,7,2,27
37,0,2,51,0,1,23,2,25,10,35,15,0,15,0,2,9,9,3,7,7,7,8,1,27
37,0,2,52,1,1,21,2,15,20,15,30,5,15,1,5,7,6,7,6,5,6,4,NA,27
37,0,2,53,0,1,28,2,40,15,20,10,5,10,0,7,8,8,7,8,7,7,7,2,27
37,0,2,54,0,1,28,2,40,20,20,20,0,0,0,6,8,7,6,8,6,7,5,2,27
37,0,2,55,0,0,23,1,20,25,25,10,10,10,0,6,9,9,7,7,NA,7,7,2,27
38,0,2,40,0,0,25,4,25,20,25,20,10,0,0,8,9,10,9,10,7,3,1,2,23
38,0,2,41,0,0,30,4,30,20,10,30,0,10,0,5,5,5,5,5,NA,NA,NA,2,23
38,0,2,42,0,0,23,4,20,25,20,15,10,10,0,6,10,9,8,10,NA,8,5,2,23
38,0,2,43,0,0,24,2,25,35,30,10,0,0,0,4,6,7,6,7,2,5,2,2,23
38,0,2,44,0,0,24,2,25,15,25,25,15,15,1,7,6,6,7,6,5,7,6,2,23
38,0,2,45,0,0,28,2,25,15,25,15,0,20,1,6,6,7,9,7,7,7,7,2,23
38,0,2,46,0,0,26,2,20,35,20,10,10,5,1,8,8,8,10,8,7,8,5,2,23
38,0,2,47,0,0,30,2,20,20,25,25,5,5,1,6,7,7,6,6,6,6,5,2,23
38,0,2,48,0,0,22,2,30,15,25,25,5,0,0,7,7,7,8,NA,6,8,4,2,23
38,0,2,49,1,0,25,4,20,20,20,20,5,15,1,8,7,7,8,8,4,8,6,2,23
38,0,2,50,1,1,27,1,35,10,20,15,10,10,1,NA,NA,NA,NA,NA,NA,7,8,1,23
38,0,2,51,0,0,23,2,25,10,35,15,0,15,0,6,8,8,6,7,7,8,6,1,23
38,0,2,52,0,0,21,2,15,20,15,30,5,15,0,7,7,7,7,7,5,5,3,2,23
38,0,2,53,0,0,28,2,40,15,20,10,5,10,0,6,9,9,8,9,6,6,6,2,23
38,0,2,54,0,0,28,2,40,20,20,20,0,0,0,6,8,9,7,8,6,6,3,2,23
38,0,2,55,1,1,23,1,20,25,25,10,10,10,1,8,10,10,10,10,10,10,10,1,23
39,0,2,40,0,0,25,4,25,20,25,20,10,0,0,3,10,9,10,4,4,3,1,2,24
39,0,2,41,0,0,30,4,30,20,10,30,0,10,0,5,5,5,10,5,NA,NA,1,2,24
39,0,2,42,0,0,23,4,20,25,20,15,10,10,0,4,9,8,6,6,5,6,2,2,24
39,0,2,43,0,0,24,2,25,35,30,10,0,0,0,3,7,7,7,5,3,6,4,2,24
39,0,2,44,0,0,24,2,25,15,25,25,15,15,1,8,5,5,5,5,4,5,5,2,24
39,0,2,45,0,0,28,2,25,15,25,15,0,20,0,5,7,5,5,6,5,5,7,2,24
39,0,2,46,0,0,26,2,20,35,20,10,10,5,0,6,8,7,9,7,6,8,5,2,24
39,0,2,47,1,0,30,2,20,20,25,25,5,5,1,3,7,6,5,5,6,5,6,2,24
39,0,2,48,0,0,22,2,30,15,25,25,5,0,0,3,5,5,6,5,3,4,3,2,24
39,0,2,49,0,0,25,4,20,20,20,20,5,15,0,7,8,7,8,4,5,7,4,2,24
39,0,2,50,0,0,27,1,35,10,20,15,10,10,0,NA,NA,NA,NA,NA,NA,8,NA,2,24
39,0,2,51,0,0,23,2,25,10,35,15,0,15,0,1,8,8,8,8,9,9,8,1,24
39,0,2,52,0,0,21,2,15,20,15,30,5,15,0,4,6,6,6,7,5,5,2,2,24
39,0,2,53,0,0,28,2,40,15,20,10,5,10,0,5,8,8,7,9,6,6,6,2,24
39,0,2,54,0,0,28,2,40,20,20,20,0,0,0,3,8,7,8,7,5,6,5,2,24
39,0,2,55,0,0,23,1,20,25,25,10,10,10,0,5,9,10,9,10,9,8,9,2,24
40,1,2,21,0,1,21,4,12,18,20,16,16,18,0,6,8,7,9,5,7,9,1,1,25
40,1,2,22,0,0,27,1,20,20,20,10,10,20,0,5,7,7,6,7,5,6,4,2,25
40,1,2,23,0,1,21,4,10,20,40,10,10,10,1,5,7,6,6,6,7,8,6,2,25
40,1,2,24,0,0,27,2,10,20,20,15,20,15,0,5,6,7,7,7,NA,6,3,2,25
40,1,2,25,0,0,25,2,20,20,15,15,15,15,0,7,8,9,6,8,5,6,4,2,25
40,1,2,26,0,0,23,2,20,20,20,15,15,10,0,2,5,5,3,5,2,2,2,2,25
40,1,2,27,0,0,22,3,17,10,18,20,25,10,0,2,6,6,6,6,NA,3,3,2,25
40,1,2,28,0,0,26,2,NA,NA,NA,NA,NA,NA,0,3,6,6,6,5,2,2,4,2,25
40,1,2,29,0,0,22,2,20,22,18,15,15,10,0,4,9,4,4,5,NA,5,4,2,25
40,1,2,30,0,0,23,2,10,20,20,20,20,10,0,3,6,6,5,6,5,6,5,2,25
40,1,2,31,0,0,24,2,35,10,20,20,10,5,0,4,6,6,6,6,4,5,4,2,25
40,1,2,32,0,1,27,4,50,0,50,0,0,0,0,4,8,7,9,NA,6,5,5,2,25
40,1,2,33,0,0,30,2,30,20,30,10,0,10,1,6,8,7,10,7,4,8,5,2,25
40,1,2,34,0,1,21,4,30,5,30,15,15,5,0,4,4,5,4,4,NA,5,6,2,25
40,1,2,35,0,0,25,2,20,23,23,22,7,5,1,6,8,9,7,7,8,7,7,2,25
40,1,2,36,0,0,26,2,20,25,20,15,15,5,0,2,5,2,3,1,3,2,5,2,25
40,1,2,37,0,0,27,2,10,10,30,25,10,15,0,2,4,5,4,4,3,3,6,2,25
40,1,2,38,0,0,23,1,50,10,20,10,10,0,0,2,8,10,3,10,3,5,1,2,25
40,1,2,39,0,0,24,3,20,20,20,15,15,10,1,6,7,9,9,9,8,7,6,2,25
41,1,2,21,0,1,21,4,12,18,20,16,16,18,0,5,8,7,5,9,5,7,2,2,30
41,1,2,22,0,0,27,1,20,20,20,10,10,20,0,4,7,6,6,7,2,3,3,2,30
41,1,2,23,0,1,21,4,10,20,40,10,10,10,0,5,7,7,6,6,7,7,6,2,30
41,1,2,24,0,0,27,2,10,20,20,15,20,15,0,7,8,NA,NA,8,NA,8,4,2,30
41,1,2,25,0,0,25,2,20,20,15,15,15,15,0,5,8,8,6,8,5,7,3,2,30
41,1,2,26,0,0,23,2,20,20,20,15,15,10,0,2,5,5,3,5,2,2,2,2,30
41,1,2,27,0,0,22,3,17,10,18,20,25,10,0,1,6,4,2,1,NA,2,1,2,30
41,1,2,28,0,0,26,2,NA,NA,NA,NA,NA,NA,0,2,6,5,4,5,2,2,2,2,30
41,1,2,29,0,0,22,2,20,22,18,15,15,10,0,4,8,6,3,6,NA,4,4,2,30
41,1,2,30,0,0,23,2,10,20,20,20,20,10,0,8,9,8,5,9,5,8,5,2,30
41,1,2,31,0,0,24,2,35,10,20,20,10,5,0,3,6,6,3,6,2,NA,NA,2,30
41,1,2,32,0,1,27,4,50,0,50,0,0,0,0,7,8,9,NA,9,7,7,5,2,30
41,1,2,33,0,0,30,2,30,20,30,10,0,10,0,2,6,7,4,6,2,5,2,2,30
41,1,2,34,0,1,21,4,30,5,30,15,15,5,0,3,4,7,4,4,NA,5,7,2,30
41,1,2,35,0,0,25,2,20,23,23,22,7,5,0,5,9,8,6,7,6,6,7,2,30
41,1,2,36,0,0,26,2,20,25,20,15,15,5,0,1,2,2,1,8,2,2,5,2,30
41,1,2,37,0,0,27,2,10,10,30,25,10,15,0,2,5,6,3,4,3,3,5,2,30
41,1,2,38,0,0,23,1,50,10,20,10,10,0,0,1,1,10,1,10,1,1,1,2,30
41,1,2,39,0,0,24,3,20,20,20,15,15,10,0,3,10,9,6,8,NA,5,5,2,30
42,1,2,21,0,1,21,4,12,18,20,16,16,18,1,8,9,8,8,7,6,9,3,NA,23
